source,locality,city,bhk,price,price_unit,deposit,area_sqft,floor,total_floors,furnishing,url,scraped_locality,lat,lng,location_exact
squareyards,Kanjurmarg East,Mumbai,5,52000,per_month,,537,2302,43,semi-furnished,https://www.squareyards.com/rental-1-5-bhk-pooja-room-537-sq-ft-apartment-in-runwal-bliss-divine/10470304,Kanjurmarg East,19.1333849626996,72.9351273363531,True
squareyards,Powai,Mumbai,2,60000,per_month,,900,7,,furnished,https://www.squareyards.com/rental-2-bhk-900-sq-ft-apartment-in-suncity-complex/10518792,Powai,19.126154,72.921526,True
squareyards,Marol,Mumbai,3,120000,per_month,,1180,10,,furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-servant-room-study-room-basement-1180-sq-ft-apartment-in-blossom-chsl/10472528,Marol,19.1173012,72.8840395,True
squareyards,Jogeshwari East,Mumbai,2,75000,per_month,,800,10,,unfurnished,https://www.squareyards.com/rental-2-bhk-prayer-room-servant-room-study-room-basement-store-room-800-sq-ft-apartment-in-kalpataru-vivant/10515414,Jogeshwari East,19.137776,72.861949,True
squareyards,Andheri East,Mumbai,2,80000,per_month,,830,1603,,semi-furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-servant-room-study-room-extra-room-basement-store-room-830-sq-ft-apartment-in-veena-synergy/10515474,Andheri East,19.126007,72.860545,True
squareyards,Andheri East,Mumbai,1,60000,per_month,,485,8,12,furnished,https://www.squareyards.com/rental-1-bhk-store-room-485-sq-ft-apartment-in-ashok-nagar-chs-andheri/10515993,Andheri East,19.11837291,72.88631694,True
squareyards,Andheri West,Mumbai,3,95000,per_month,,1150,4,,semi-furnished,https://www.squareyards.com/rental-3-bhk-store-room-1150-sq-ft-apartment-in-serenity-complex/10496236,Andheri West,19.148253,72.834308,True
squareyards,Bhandup West,Mumbai,2,45000,per_month,,700,10,,semi-furnished,https://www.squareyards.com/rental-2-bhk-700-sq-ft-apartment-in-sainath-om-raja/10483999,Bhandup West,19.149826,72.941431,True
squareyards,Andheri East,Mumbai,1,55000,per_month,,550,10,20,furnished,https://www.squareyards.com/rental-1-bhk-prayer-room-servant-room-study-room-extra-room-550-sq-ft-apartment-in-newyork-ranbir-heights/10524946,Andheri East,19.127877,72.854956,True
squareyards,Bhandup East,Mumbai,1,25000,per_month,,650,5,,semi-furnished,https://www.squareyards.com/rental-1-bhk-650-sq-ft-apartment-in-akruti-matoshree-park/10505850,Bhandup East,19.1478965967391,72.9460864346954,True
squareyards,Bhandup West,Mumbai,2,48000,per_month,,1000,10,17,semi-furnished,https://www.squareyards.com/rental-2-bhk-1000-sq-ft-apartment-in-sundew-swastik-park-bhandup-west/10483996,Bhandup West,19.152539,72.942231,True
squareyards,Malad West,Mumbai,2,61000,per_month,,680,5,45,unfurnished,https://www.squareyards.com/rental-2-bhk-pooja-room-680-sq-ft-apartment-in-sheth-auris-bliss/10460941,Malad West,19.191742,72.837065,True
squareyards,Powai,Mumbai,1,37000,per_month,,650,3,,semi-furnished,https://www.squareyards.com/rental-1-bhk-650-sq-ft-apartment-in-powai/10537929,Powai,19.1165788,72.9045095,True
squareyards,Ghatkopar East,Mumbai,3,85000,per_month,,1080,7,19,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-1080-sq-ft-apartment-in-hubtown-rising-city/10445185,Ghatkopar East,19.06913,72.91142,True
squareyards,Malad West,Mumbai,2,80000,per_month,,700,20,37,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-raj-infinia/10478007,Malad West,19.189026,72.834793,True
squareyards,Powai,Mumbai,2,78000,per_month,,850,1,11,furnished,https://www.squareyards.com/rental-2-bhk-study-room-850-sq-ft-apartment-in-harshvardhan-chs-powai/10519324,Powai,19.116996,72.891654,True
squareyards,Goregaon East,Mumbai,2,90000,per_month,,850,18,23,furnished,https://www.squareyards.com/rental-2-bhk-store-room-850-sq-ft-apartment-in-goyal-lakshchandi-heights/10450216,Goregaon East,19.1719575,72.858704,True
squareyards,Andheri East,Mumbai,1,77000,per_month,,600,10,,furnished,https://www.squareyards.com/rental-1-bhk-prayer-room-servant-room-study-room-extra-room-600-sq-ft-apartment-in-sheth-vasant-oasis-camelia/10524879,Andheri East,19.114651,72.884754,True
squareyards,Andheri West,Mumbai,2,75000,per_month,,665,18,33,semi-furnished,https://www.squareyards.com/rental-2-bhk-665-sq-ft-apartment-in-level-the-residences/10533902,Andheri West,19.146006,72.836274,True
squareyards,Bhandup East,Mumbai,2,37000,per_month,,800,1,5,furnished,https://www.squareyards.com/rental-2-bhk-800-sq-ft-apartment-in-the-kamal-sagar-chs/10518196,Bhandup East,19.150842,72.9489292,True
squareyards,Chembur,Mumbai,2,70000,per_month,,850,5,20,unfurnished,https://www.squareyards.com/rental-2-bhk-pooja-room-850-sq-ft-apartment-in-tridhaatu-aum/10471809,Chembur,19.055013,72.912447,True
squareyards,Goregaon West,Mumbai,2,85000,per_month,,750,6,,semi-furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-ekta-tripolis/10517901,Goregaon West,19.154588,72.842697,True
squareyards,Prabhadevi,Mumbai,2,120000,per_month,,750,9,,semi-furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-sb-purushottam-towers/10535273,Prabhadevi,19.016624,72.833205,True
squareyards,Marol,Mumbai,2,85000,per_month,,860,10,15,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-basement-860-sq-ft-apartment-in-anmol-society/10496881,Marol,19.10967,72.870082,True
squareyards,Wadala,Mumbai,5,190000,per_month,,1600,15,,semi-furnished,https://www.squareyards.com/rental-2-5-bhk-pooja-room-1600-sq-ft-apartment-in-new-cuffe-parade/10457262,Wadala,19.03757,72.879046,True
squareyards,Amboli,Mumbai,2,75000,per_month,,665,10,18,semi-furnished,https://www.squareyards.com/rental-2-bhk-665-sq-ft-apartment-in-mk-gracia/10533823,Amboli,19.128238,72.843019,True
squareyards,Powai,Mumbai,2,68000,per_month,,845,7,,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-extra-room-basement-store-room-845-sq-ft-apartment-in-raheja-sunglow/10473023,Powai,19.1163302372328,72.8937535899656,True
squareyards,Andheri West,Mumbai,1,65000,per_month,,500,3,10,furnished,https://www.squareyards.com/rental-1-bhk-500-sq-ft-apartment-in-gautam-apartment-andheri-west/10542862,Andheri West,19.129,72.82039,True
squareyards,Malad West,Mumbai,2,61000,per_month,,650,5,7,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-servant-room-650-sq-ft-apartment-in-dheeraj-sagar/10539977,Malad West,19.182189,72.8365,True
squareyards,Kanjurmarg East,Mumbai,5,55000,per_month,,5500,21,,semi-furnished,https://www.squareyards.com/rental-1-5-bhk-basement-5500-sq-ft-apartment-in-runwal-bliss/10543464,Kanjurmarg East,19.133424,72.9348,True
squareyards,Worli,Mumbai,2,225000,per_month,,892,14,,unfurnished,https://www.squareyards.com/rental-2-bhk-pooja-room-892-sq-ft-apartment-in-lodha-allura/10489331,Worli,19.00401,72.82973,True
squareyards,Sandesh Nagar,Mumbai,3,125000,per_month,,886,1604,,semi-furnished,https://www.squareyards.com/rental-3-bhk-store-room-886-sq-ft-apartment-in-sandesh-nagar/10486213,Sandesh Nagar,19.0865579894721,72.8810664643325,True
squareyards,Chandivali,Mumbai,2,85000,per_month,,760,4,13,furnished,https://www.squareyards.com/rental-2-bhk-basement-760-sq-ft-apartment-in-mahindra-alcove/10536581,Chandivali,19.108241,72.890161,True
squareyards,Andheri East,Mumbai,3,110000,per_month,,1350,5,,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-servant-room-study-room-basement-store-room-1350-sq-ft-apartment-in-starwing-katyayni-residency/10478338,Andheri East,19.1223445788998,72.8659385482862,True
squareyards,Chembur,Mumbai,2,80000,per_month,,750,4,12,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-750-sq-ft-apartment-in-chembur-gaothan/10478486,Chembur,19.057839,72.896969,True
squareyards,Girgaon,Mumbai,1,75000,per_month,,580,5,,unfurnished,https://www.squareyards.com/rental-1-bhk-prayer-room-servant-room-study-room-extra-room-basement-store-room-580-sq-ft-apartment-in-riddhi-apartment-girgaon/10539891,Girgaon,18.96024139,72.82272039,True
squareyards,Goregaon West,Mumbai,3,100000,per_month,,1100,6,,furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-1100-sq-ft-apartment-in-sheth-vasant-galaxy/10474988,Goregaon West,19.162673,72.833025,True
squareyards,Oshiwara,Mumbai,2,60000,per_month,,655,10,30,semi-furnished,https://www.squareyards.com/rental-2-bhk-655-sq-ft-apartment-in-paradigm-antalya/10515813,Oshiwara,19.149183,72.839948,True
squareyards,Khar West,Mumbai,2,140000,per_month,,700,9,10,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-700-sq-ft-apartment-in-khar-west/10534138,Khar West,19.0699819,72.8338084,True
squareyards,Andheri West,Mumbai,2,99000,per_month,,750,10,,furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-gulshan-apartment-andheri/10492213,Andheri West,19.1353,72.8263,True
squareyards,Andheri West,Mumbai,3,120000,per_month,,870,8,,semi-furnished,https://www.squareyards.com/rental-3-bhk-870-sq-ft-apartment-in-kakad-west-end/10482516,Andheri West,19.147222,72.833323,True
squareyards,Santacruz West,Mumbai,2,130000,per_month,,700,9,12,semi-furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-700-sq-ft-apartment-in-santacruz-west/10542542,Santacruz West,19.0840704,72.8380186,True
squareyards,Goregaon West,Mumbai,2,60000,per_month,,655,3,23,semi-furnished,https://www.squareyards.com/rental-2-bhk-655-sq-ft-apartment-in-acme-36-allure/10496710,Goregaon West,19.152677,72.845508,True
squareyards,Chembur,Mumbai,2,68000,per_month,,712,2,14,semi-furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-712-sq-ft-apartment-in-kyraa-ariso-apartment/10511678,Chembur,19.057444,72.905727,True
squareyards,Bandra West,Mumbai,2,175000,per_month,,700,4,,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-700-sq-ft-apartment-in-bandra-west/10542317,Bandra West,19.0595596,72.8295287,True
squareyards,Malad West,Mumbai,2,56000,per_month,,650,5,7,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-650-sq-ft-apartment-in-divya-smruthi/10473121,Malad West,19.180973,72.836672,True
squareyards,Mahalaxmi,Mumbai,4,425000,per_month,,1878,18,,semi-furnished,https://www.squareyards.com/rental-4-bhk-pooja-room-servant-room-1878-sq-ft-apartment-in-piramal-mahalaxmi/10470248,Mahalaxmi,18.983085,72.826831,True
squareyards,Parel,Mumbai,2,150000,per_month,,950,14,,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-950-sq-ft-apartment-in-l-and-t-crescent-bay-t2/10482519,Parel,19.004946,72.850021,True
squareyards,Andheri West,Mumbai,5,65000,per_month,,600,4,6,furnished,https://www.squareyards.com/rental-1-5-bhk-600-sq-ft-apartment-in-amarnath-towers/10481706,Andheri West,19.1363,72.81685,True
squareyards,Lower Parel,Mumbai,2,300000,per_month,,1325,9,,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-extra-room-1325-sq-ft-apartment-in-enpar-lotus-101-worli-residences/10457751,Lower Parel,19.003329,72.824829,True
squareyards,Goregaon West,Mumbai,1,42000,per_month,,418,3,18,semi-furnished,https://www.squareyards.com/rental-1-bhk-418-sq-ft-apartment-in-oxford-navrang-crystal/10489983,Goregaon West,19.156778,72.844484,True
squareyards,Juhu,Mumbai,3,200000,per_month,,1500,10,,semi-furnished,https://www.squareyards.com/rental-3-bhk-1500-sq-ft-apartment-in-monaliza-apartment/10459205,Juhu,19.11373667,72.83215167,True
squareyards,Juhu,Mumbai,5,500000,per_month,,2200,15,,semi-furnished,https://www.squareyards.com/rental-3-5-bhk-servant-room-2200-sq-ft-apartment-in-kalpataru-solitaire/10459222,Juhu,19.111011,72.834394,True
squareyards,Andheri West,Mumbai,2,75000,per_month,,688,1,18,furnished,https://www.squareyards.com/rental-2-bhk-688-sq-ft-apartment-in-westin-karmayog-chs/10506510,Andheri West,19.130477,72.835302,True
squareyards,Goregaon West,Mumbai,2,70000,per_month,,678,8,,semi-furnished,https://www.squareyards.com/rental-2-bhk-678-sq-ft-apartment-in-crystal-hitendra-dhamm-shabha-chs/10484055,Goregaon West,19.160057,72.838952,True
squareyards,Andheri East,Mumbai,1,70000,per_month,,500,5,,furnished,https://www.squareyards.com/rental-1-bhk-study-room-500-sq-ft-apartment-in-kanakia-rainforest/10464525,Andheri East,19.122926,72.884015,True
squareyards,Goregaon West,Mumbai,2,77000,per_month,,600,20,28,furnished,https://www.squareyards.com/rental-2-bhk-600-sq-ft-apartment-in-sunteck-avenue-2/10448526,Goregaon West,19.150452,72.846794,True
squareyards,Andheri West,Mumbai,3,160000,per_month,,1320,24,,furnished,https://www.squareyards.com/rental-3-bhk-1320-sq-ft-apartment-in-hdil-metropolis-residences/10496768,Andheri West,19.130583,72.828359,True
squareyards,Chembur,Mumbai,2,85000,per_month,,790,3,,semi-furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-790-sq-ft-apartment-in-union-park/10536404,Chembur,19.03281,72.896357,True
squareyards,Andheri East,Mumbai,2,93000,per_month,,820,5,9,furnished,https://www.squareyards.com/rental-2-bhk-store-room-820-sq-ft-apartment-in-goyal-green-woods/10528734,Andheri East,19.1156539,72.8629943,True
squareyards,Goregaon West,Mumbai,2,75000,per_month,,870,8,,semi-furnished,https://www.squareyards.com/rental-2-bhk-870-sq-ft-apartment-in-govardhangiri/10493649,Goregaon West,19.169371,72.834011,True
squareyards,Malad West,Mumbai,2,80000,per_month,,810,48,,semi-furnished,https://www.squareyards.com/rental-2-bhk-store-room-810-sq-ft-apartment-in-sheth-auris-serenity-tower-3/10534349,Malad West,19.19163,72.836138,True
squareyards,Goregaon West,Mumbai,3,90000,per_month,,890,6,23,semi-furnished,https://www.squareyards.com/rental-3-bhk-890-sq-ft-apartment-in-chirag-vijayi-jwala/10476132,Goregaon West,19.160497,72.838856,True
squareyards,Chandivali,Mumbai,2,77000,per_month,,860,1502,16,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-extra-room-basement-store-room-860-sq-ft-apartment-in-mahindra-alcove/10493971,Chandivali,19.108241,72.890161,True
squareyards,Bhandup East,Mumbai,1,27000,per_month,,650,1,,semi-furnished,https://www.squareyards.com/rental-1-bhk-650-sq-ft-apartment-in-advait-chs/10530892,Bhandup East,19.150845,72.94821333,True
squareyards,Goregaon West,Mumbai,2,65000,per_month,,750,8,14,semi-furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-kabra-aurum/10462370,Goregaon West,19.170029,72.844492,True
squareyards,Malad West,Mumbai,3,115000,per_month,,1200,5,12,furnished,https://www.squareyards.com/rental-3-bhk-prayer-room-1200-sq-ft-apartment-in-evershine-grandeur/10535665,Malad West,19.176052,72.833683,True
squareyards,Khar West,Mumbai,3,210000,per_month,,950,10,16,semi-furnished,https://www.squareyards.com/rental-3-bhk-prayer-room-study-room-950-sq-ft-apartment-in-crest-link/10535910,Khar West,19.073643,72.833742,True
squareyards,Bandra West,Mumbai,2,130000,per_month,,700,2,12,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-bandra-west/10490446,Bandra West,19.0595596,72.8295287,True
squareyards,Malad West,Mumbai,1,46000,per_month,,420,6,8,semi-furnished,https://www.squareyards.com/rental-1-bhk-prayer-room-420-sq-ft-apartment-in-bhoomi-classic/10535746,Malad West,19.174173,72.837401,True
squareyards,Khar West,Mumbai,2,140001,per_month,,700,6,,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-700-sq-ft-apartment-in-khar-west/10542408,Khar West,19.0699819,72.8338084,True
squareyards,Andheri West,Mumbai,1,45000,per_month,,450,5,,unfurnished,https://www.squareyards.com/rental-1-bhk-pooja-room-450-sq-ft-apartment-in-ar-avenue-andheri-west/10454595,Andheri West,19.139922,72.837655,True
squareyards,Andheri West,Mumbai,2,75000,per_month,,600,16,30,semi-furnished,https://www.squareyards.com/rental-2-bhk-600-sq-ft-apartment-in-level-the-residences/10454584,Andheri West,19.146006,72.836274,True
squareyards,Malad West,Mumbai,1,45000,per_month,,460,11,20,furnished,https://www.squareyards.com/rental-1-bhk-pooja-room-460-sq-ft-apartment-in-dheeraj-solitaire-malad/10458374,Malad West,19.18017,72.83739,True
squareyards,Malad West,Mumbai,2,57000,per_month,,700,1,,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-gokul-apartment-malad-west/10494291,Malad West,19.19101,72.83059,True
squareyards,Andheri West,Mumbai,2,90000,per_month,,655,8,,semi-furnished,https://www.squareyards.com/rental-2-bhk-655-sq-ft-apartment-in-zee-ashtavinayak/10444866,Andheri West,19.124326,72.832874,True
squareyards,Goregaon West,Mumbai,3,110000,per_month,,1100,24,31,semi-furnished,https://www.squareyards.com/rental-3-bhk-study-room-1100-sq-ft-apartment-in-kalpataru-radiance/10540606,Goregaon West,19.157057,72.841289,True
squareyards,Kanjurmarg West,Mumbai,3,103000,per_month,,1129,3,,semi-furnished,https://www.squareyards.com/rental-3-bhk-extra-room-1129-sq-ft-apartment-in-runwal-forests/10489915,Kanjurmarg West,19.136516,72.932046,True
squareyards,Khar West,Mumbai,1,70000,per_month,,500,1,6,furnished,https://www.squareyards.com/rental-1-bhk-pooja-room-500-sq-ft-apartment-in-khar-west/10485736,Khar West,19.0699819,72.8338084,True
squareyards,Sakinaka,Mumbai,2,73000,per_month,,790,7,,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-store-room-790-sq-ft-apartment-in-gundecha-builders-montego/10481053,Sakinaka,19.099471,72.886125,True
squareyards,Malad West,Mumbai,2,75000,per_month,,725,10,35,semi-furnished,https://www.squareyards.com/rental-2-bhk-725-sq-ft-apartment-in-raj-infinia/10472695,Malad West,19.189026,72.834793,True
squareyards,Malad East,Mumbai,1,45000,per_month,,400,4,12,furnished,https://www.squareyards.com/rental-1-bhk-400-sq-ft-apartment-in-dindoshi-onkar-chs/10528050,Malad East,19.175192,72.861546,True
squareyards,Chandivali,Mumbai,2,75000,per_month,,950,6,,furnished,https://www.squareyards.com/rental-2-bhk-950-sq-ft-apartment-in-orchid-enclave-powai/10468396,Chandivali,19.0991692,72.8957363,True
squareyards,Marine Lines,Mumbai,5,120000,per_month,,750,2,,furnished,https://www.squareyards.com/rental-2-5-bhk-servant-room-750-sq-ft-apartment-in-akme-palace/10502207,Marine Lines,18.9435802647953,72.826117304542,True
squareyards,Versova,Mumbai,2,99000,per_month,,650,20,,furnished,https://www.squareyards.com/rental-2-bhk-servant-room-650-sq-ft-apartment-in-asshna-seabliss/10543669,Versova,19.132519,72.815835,True
squareyards,Malad East,Mumbai,1,32000,per_month,,380,4,4,furnished,https://www.squareyards.com/rental-1-bhk-380-sq-ft-apartment-in-dak-sangathan-chs/10479346,Malad East,19.17739342,72.86457693,True
squareyards,Juhu,Mumbai,3,225000,per_month,,1200,4,12,semi-furnished,https://www.squareyards.com/rental-3-bhk-1200-sq-ft-apartment-in-bhanu-apartment/10458626,Juhu,19.1137246339646,72.8246669852848,True
squareyards,Kurla East,Mumbai,2,60000,per_month,,650,4,7,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-650-sq-ft-apartment-in-herumb-chs/10521094,Kurla East,19.064803,72.889027,True
squareyards,Juhu,Mumbai,2,150000,per_month,,700,4,12,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-juhu/10442264,Juhu,19.1048146,72.8267098,True
squareyards,Bandra West,Mumbai,1,120001,per_month,,500,1,,furnished,https://www.squareyards.com/rental-1-bhk-pooja-room-500-sq-ft-apartment-in-bandra-west/10485773,Bandra West,19.0595596,72.8295287,True
squareyards,Goregaon West,Mumbai,2,77000,per_month,,600,10,,furnished,https://www.squareyards.com/rental-2-bhk-600-sq-ft-apartment-in-sunteck-avenue-2/10459125,Goregaon West,19.150452,72.846794,True
squareyards,Chembur,Mumbai,2,70000,per_month,,1020,12,,semi-furnished,https://www.squareyards.com/rental-2-bhk-1020-sq-ft-apartment-in-rite-skyluxe/10535750,Chembur,19.057756,72.904474,True
squareyards,Bandra West,Mumbai,1,85000,per_month,,500,1,12,semi-furnished,https://www.squareyards.com/rental-1-bhk-pooja-room-500-sq-ft-apartment-in-bandra-west/10472987,Bandra West,19.0595596,72.8295287,True
squareyards,Navin Nagar,Mumbai,2,175000,per_month,,700,6,12,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-navin-nagar/10442437,Navin Nagar,19.0840704,72.8380186,True
squareyards,Borivali East,Mumbai,2,60000,per_month,,1050,7,,furnished,https://www.squareyards.com/rental-2-bhk-extra-room-1050-sq-ft-apartment-in-borivali-east/10497733,Borivali East,19.22873,72.8624166,True
squareyards,Malad West,Mumbai,2,65000,per_month,,655,20,38,semi-furnished,https://www.squareyards.com/rental-2-bhk-655-sq-ft-apartment-in-sheth-auris-bliss/10533844,Malad West,19.191742,72.837065,True
squareyards,Vikhroli East,Mumbai,5,222000,per_month,,1125,14,,semi-furnished,https://www.squareyards.com/rental-3-5-bhk-extra-room-1125-sq-ft-apartment-in-godrej-the-trees/10506810,Vikhroli East,19.092531,72.922302,True
squareyards,Bandra West,Mumbai,2,200000,per_month,,1194,4,,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-1194-sq-ft-apartment-in-l-amour-apartment/10486817,Bandra West,19.0627269778922,72.8314566693355,True
squareyards,Khar West,Mumbai,2,100000,per_month,,700,2,7,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-khar-west/10469577,Khar West,19.0699819,72.8338084,True
squareyards,Goregaon West,Mumbai,5,150000,per_month,,1550,29,43,semi-furnished,https://www.squareyards.com/rental-3-5-bhk-pooja-room-servant-room-study-room-1550-sq-ft-apartment-in-imperial-heights-goregaon-west/10492252,Goregaon West,19.151909,72.839993,True
squareyards,Lower Parel,Mumbai,3,390000,per_month,,2600,27,54,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-servant-room-store-room-2600-sq-ft-apartment-in-indiabulls-sky-forest/10495753,Lower Parel,19.0078,72.832977,True
squareyards,Bandra East,Mumbai,1,55000,per_month,,422,20,,semi-furnished,https://www.squareyards.com/rental-1-bhk-prayer-room-422-sq-ft-apartment-in-leo-eminence/10540691,Bandra East,19.059421,72.84853,True
squareyards,Malad West,Mumbai,1,41000,per_month,,430,10,23,semi-furnished,https://www.squareyards.com/rental-1-bhk-pooja-room-430-sq-ft-apartment-in-avalon-paradise/10494199,Malad West,19.178054,72.840716,True
squareyards,Andheri West,Mumbai,2,75000,per_month,,655,8,18,semi-furnished,https://www.squareyards.com/rental-2-bhk-655-sq-ft-apartment-in-romell-amore/10521785,Andheri West,19.131432,72.841207,True
squareyards,Andheri West,Mumbai,2,75000,per_month,,650,10,,semi-furnished,https://www.squareyards.com/rental-2-bhk-650-sq-ft-apartment-in-pratham-5th-element/10529058,Andheri West,19.128,72.8397,True
squareyards,Lower Parel,Mumbai,3,400000,per_month,,2979,27,,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-servant-room-2979-sq-ft-apartment-in-indiabulls-sky-forest/10468817,Lower Parel,19.0078,72.832977,True
squareyards,Navin Nagar,Mumbai,2,125000,per_month,,700,9,,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-navin-nagar/10462658,Navin Nagar,19.0840704,72.8380186,True
squareyards,Andheri West,Mumbai,2,110000,per_month,,675,14,,semi-furnished,https://www.squareyards.com/rental-2-bhk-675-sq-ft-apartment-in-platinum-life/10501269,Andheri West,19.126351,72.832606,True
squareyards,Bhandup East,Mumbai,1,25000,per_month,,600,4,4,semi-furnished,https://www.squareyards.com/rental-1-bhk-600-sq-ft-apartment-in-bhandup-east/10503404,Bhandup East,19.1469541,72.94898189999999,True
squareyards,Khar West,Mumbai,3,300000,per_month,,1100,11,,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-1100-sq-ft-apartment-in-khar-west/10473011,Khar West,19.0699819,72.8338084,True
squareyards,Goregaon West,Mumbai,2,65000,per_month,,700,6,20,semi-furnished,https://www.squareyards.com/rental-2-bhk-700-sq-ft-apartment-in-kabra-aurum/10482572,Goregaon West,19.170029,72.844492,True
squareyards,Andheri East,Mumbai,2,66000,per_month,,800,13,,semi-furnished,https://www.squareyards.com/rental-2-bhk-study-room-800-sq-ft-apartment-in-awesome-heights/10536093,Andheri East,19.1136111,72.8713889,True
squareyards,Satya Nagar,Mumbai,1,31000,per_month,,460,1,,unfurnished,https://www.squareyards.com/rental-1-bhk-460-sq-ft-apartment-in-sameepan-chs/10518537,Satya Nagar,19.103635,72.859669,True
squareyards,Worli,Mumbai,2,125000,per_month,,900,3,,semi-furnished,https://www.squareyards.com/rental-2-bhk-900-sq-ft-apartment-in-ocean-view-apartments/10507475,Worli,18.995137,72.813884,True
squareyards,Bandra West,Mumbai,4,600000,per_month,,1703,13,,unfurnished,https://www.squareyards.com/rental-4-bhk-pooja-room-servant-room-study-room-1703-sq-ft-apartment-in-cassias-apartment/10473553,Bandra West,19.05950333,72.82967167,True
squareyards,Malad East,Mumbai,2,70000,per_month,,757,15,,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-757-sq-ft-apartment-in-dynamix-divum/10472033,Malad East,19.178041,72.871778,True
squareyards,Goregaon West,Mumbai,2,60000,per_month,,645,10,33,semi-furnished,https://www.squareyards.com/rental-2-bhk-645-sq-ft-apartment-in-chandak-34-park-estate/10529334,Goregaon West,19.167242,72.841577,True
squareyards,Bandra West,Mumbai,2,160000,per_month,,850,7,,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-850-sq-ft-apartment-in-hicons-residency/10473652,Bandra West,19.062862,72.833944,True
squareyards,Vikhroli East,Mumbai,5,219000,per_month,,1125,17,18,semi-furnished,https://www.squareyards.com/rental-3-5-bhk-extra-room-1125-sq-ft-apartment-in-godrej-the-trees/10506884,Vikhroli East,19.092531,72.922302,True
squareyards,Andheri West,Mumbai,2,70000,per_month,,670,5,,semi-furnished,https://www.squareyards.com/rental-2-bhk-670-sq-ft-apartment-in-vardhman-grandeur/10528869,Andheri West,19.125447,72.844829,True
squareyards,Kanjurmarg West,Mumbai,3,97000,per_month,,1129,14,50,semi-furnished,https://www.squareyards.com/rental-3-bhk-extra-room-1129-sq-ft-apartment-in-runwal-forests/10488116,Kanjurmarg West,19.136516,72.932046,True
squareyards,Goregaon West,Mumbai,1,41000,per_month,,400,6,12,semi-furnished,https://www.squareyards.com/rental-1-bhk-servant-room-400-sq-ft-apartment-in-sethia-green-view/10441324,Goregaon West,19.1661439211859,72.837214454462,True
squareyards,Bandra West,Mumbai,,40000,per_month,,700,2,3,unfurnished,https://www.squareyards.com/rental-1-rk-pooja-room-700-sq-ft-apartment-in-bandra-west/10462540,Bandra West,19.0595596,72.8295287,True
squareyards,Andheri West,Mumbai,2,80000,per_month,,725,10,,furnished,https://www.squareyards.com/rental-2-bhk-725-sq-ft-apartment-in-green-park-tower/10446713,Andheri West,19.15352,72.830454,True
squareyards,Powai,Mumbai,2,76000,per_month,,850,1,11,furnished,https://www.squareyards.com/rental-2-bhk-study-room-850-sq-ft-apartment-in-harshvardhan-chs-powai/10521011,Powai,19.116996,72.891654,True
