source,locality,city,bhk,price,price_unit,area_sqft,floor,furnishing,url,scraped_locality,lat,lng,location_exact,floor_missing,rent_per_sqft,metro_km
squareyards,Bhandup East,Mumbai,1,24000.0,per_month,600,2.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-600-sq-ft-apartment-in-bhandup-east/10503468,Bhandup East,19.1469969,72.9486952,True,0,40.0,4.65
squareyards,Chembur,Mumbai,2,65000.0,per_month,750,5.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-swaraj-kalash/10447444,Chembur,19.053163,72.91212,True,0,86.7,0.79
squareyards,Andheri East,Mumbai,2,80000.0,per_month,721,4.0,furnished,https://www.squareyards.com/rental-2-bhk-721-sq-ft-apartment-in-kanakia-rainforest/10472067,Andheri East,19.122926,72.884015,True,0,111.0,1.13
squareyards,Goregaon West,Mumbai,2,65000.0,per_month,560,3.0,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-560-sq-ft-apartment-in-atul-chs/10539808,Goregaon West,19.1329584,72.8411737,True,0,116.1,3.31
squareyards,Jacob Circle,Mumbai,5,115000.0,per_month,750,12.0,furnished,https://www.squareyards.com/rental-2-5-bhk-extra-room-750-sq-ft-apartment-in-olympia-tower/10533801,Jacob Circle,18.982206,72.832177,True,0,153.3,0.77
squareyards,Bandra West,Mumbai,3,340000.0,per_month,2000,21.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-store-room-2000-sq-ft-apartment-in-dlh-signature/10490761,Bandra West,19.053485,72.834834,True,0,170.0,1.76
squareyards,Goregaon East,Mumbai,1,55000.0,per_month,550,9.0,furnished,https://www.squareyards.com/rental-550-sq-ft-office-space-in-corporate-annexe/10489148,Goregaon East,,,False,1,100.0,
squareyards,Natwar Nagar,Mumbai,1,70000.0,per_month,550,20.0,unfurnished,https://www.squareyards.com/rental-1-bhk-study-room-550-sq-ft-apartment-in-natwar-nagar/10505058,Natwar Nagar,19.0865579894721,72.8810664643325,True,0,127.3,1.89
squareyards,Chembur,Mumbai,3,130000.0,per_month,1100,3.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1100-sq-ft-apartment-in-kukreja-residency/10481151,Chembur,19.049874,72.909876,True,0,118.2,0.37
squareyards,Vikhroli West,Mumbai,2,72000.0,per_month,850,8.0,furnished,https://www.squareyards.com/rental-2-bhk-850-sq-ft-apartment-in-mayfair-sonata-greens/10464888,Vikhroli West,19.106295,72.916475,True,0,84.7,3.99
squareyards,Powai,Mumbai,3,145000.0,per_month,1400,10.0,furnished,https://www.squareyards.com/rental-3-bhk-store-room-1400-sq-ft-apartment-in-lake-home/10482090,Powai,19.114684,72.902158,True,0,103.6,2.57
squareyards,Powai,Mumbai,2,58000.0,per_month,650,7.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-650-sq-ft-apartment-in-suncity-complex/10458361,Powai,19.126154,72.921526,True,0,89.2,4.92
squareyards,Borivali East,Mumbai,2,45000.0,per_month,600,5.0,unfurnished,https://www.squareyards.com/rental-2-bhk-600-sq-ft-apartment-in-borivali-east/10469678,Borivali East,19.2297814,72.86085589999999,True,0,75.0,0.59
squareyards,Prabhadevi,Mumbai,3,375000.0,per_month,1500,14.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1500-sq-ft-apartment-in-sumer-trinity-towers/10489153,Prabhadevi,19.011492,72.830383,True,0,250.0,0.49
squareyards,Bangur Nagar,Mumbai,3,100000.0,per_month,1072,10.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1072-sq-ft-apartment-in-kolte-patil-verve/10459702,Bangur Nagar,19.163807,72.834294,True,0,93.3,5.9
squareyards,Powai,Mumbai,1,58000.0,per_month,650,2.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-study-room-650-sq-ft-apartment-in-k-raheja-corp-maple-leaf/10470857,Powai,19.117121,72.893559,True,0,89.2,1.84
squareyards,Goregaon East,Mumbai,1,27000.0,per_month,400,6.0,unfurnished,https://www.squareyards.com/rental-1-bhk-400-sq-ft-apartment-in-avant-hillway/10540997,Goregaon East,19.176231,72.871196,True,0,67.5,5.59
squareyards,Andheri West,Mumbai,2,85000.0,per_month,690,10.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-690-sq-ft-apartment-in-pratham-5th-element/10538456,Andheri West,19.128,72.8397,True,0,123.2,2.89
squareyards,Goregaon East,Mumbai,2,82000.0,per_month,750,14.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-study-room-750-sq-ft-apartment-in-hetali-blessings/10497780,Goregaon East,19.167253,72.853964,True,0,109.3,5.04
squareyards,Chembur,Mumbai,2,65000.0,per_month,680,7.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-680-sq-ft-apartment-in-kukreja-estate/10478407,Chembur,19.053083,72.895587,True,0,95.6,0.31
squareyards,Chembur,Mumbai,1,67000.0,per_month,430,10.0,furnished,https://www.squareyards.com/rental-1-bhk-430-sq-ft-apartment-in-gurukripa-building/10506236,Chembur,19.0328096,72.8963568,True,0,155.8,2.02
squareyards,Chembur,Mumbai,1,55000.0,per_month,470,1.0,unfurnished,https://www.squareyards.com/rental-1-bhk-470-sq-ft-apartment-in-bhoj-bhavan/10490964,Chembur,19.0544711417848,72.892334443609,True,0,117.0,0.06
squareyards,Chembur,Mumbai,1,52000.0,per_month,530,10.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-530-sq-ft-apartment-in-swaraj-kalash/10490639,Chembur,19.053163,72.91212,True,0,98.1,0.79
squareyards,Chembur,Mumbai,3,145000.0,per_month,1100,12.0,furnished,https://www.squareyards.com/rental-3-bhk-1100-sq-ft-apartment-in-bholenath-chembur-castle/10478713,Chembur,19.051299,72.906677,True,0,131.8,0.38
squareyards,Vikhroli East,Mumbai,3,180000.0,per_month,1350,7.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1350-sq-ft-apartment-in-godrej-platinum-mumbai/10464381,Vikhroli East,19.102628,72.928448,True,0,133.3,5.28
squareyards,Andheri East,Mumbai,1,54000.0,per_month,600,6.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-store-room-600-sq-ft-apartment-in-crescent-landmark/10512163,Andheri East,19.110691,72.881714,True,0,90.0,0.41
squareyards,Chembur,Mumbai,3,90000.0,per_month,1000,9.0,unfurnished,https://www.squareyards.com/rental-3-bhk-1000-sq-ft-apartment-in-nisarg-chs-chembur/10500587,Chembur,19.0696829,72.8919715,True,0,90.0,1.73
squareyards,Bandra West,Mumbai,1,50000.0,per_month,200,1.0,semi-furnished,https://www.squareyards.com/rental-1-rk-pooja-room-200-sq-ft-apartment-in-bandra-west/10472998,Bandra West,19.0595596,72.8295287,True,0,250.0,2.38
squareyards,Powai,Mumbai,2,68000.0,per_month,900,7.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-store-room-900-sq-ft-apartment-in-silver-crest-powai/10521782,Powai,19.120197,72.893831,True,0,75.6,2.06
squareyards,Deonar,Mumbai,2,95000.0,per_month,750,10.0,furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-raheja-acropolis/10506503,Deonar,19.047958,72.916976,True,0,126.7,1.05
squareyards,Santacruz East,Mumbai,2,85000.0,per_month,1100,5.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-1100-sq-ft-apartment-in-emerald-apartment-santacruz/10483253,Santacruz East,19.0804527378622,72.8540158556832,True,0,77.3,0.74
squareyards,Malad East,Mumbai,3,115000.0,per_month,1150,3.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-store-room-1150-sq-ft-apartment-in-omkar-alta-monte/10490377,Malad East,19.183693,72.861179,True,0,100.0,5.67
squareyards,Powai,Mumbai,2,97000.0,per_month,677,10.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-store-room-677-sq-ft-apartment-in-hiranandani-highland/10510629,Powai,19.118103,72.912369,True,0,143.3,3.71
squareyards,Chembur,Mumbai,2,85000.0,per_month,700,3.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-700-sq-ft-apartment-in-tridhaatu-morya/10442298,Chembur,19.051756,72.918625,True,0,121.4,1.3
squareyards,Borivali West,Mumbai,2,58000.0,per_month,640,13.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-extra-room-640-sq-ft-apartment-in-bhoomi-pratishtha/10535184,Borivali West,19.2325,72.8424,True,0,90.6,2.19
squareyards,Chembur,Mumbai,5,100000.0,per_month,1000,13.0,unfurnished,https://www.squareyards.com/rental-2-5-bhk-1000-sq-ft-apartment-in-godrej-central/10472281,Chembur,19.064053,72.892619,True,0,100.0,1.1
squareyards,Andheri West,Mumbai,2,75000.0,per_month,750,6.0,furnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-divyam-heights/10452497,Andheri West,19.121328,72.839541,True,0,100.0,2.3
squareyards,Vikhroli East,Mumbai,3,180000.0,per_month,1100,9.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1100-sq-ft-apartment-in-godrej-the-trees-phase-ii/10465002,Vikhroli East,19.093269,72.920159,True,0,163.6,4.69
squareyards,Malad East,Mumbai,3,105000.0,per_month,1088,10.0,furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-1088-sq-ft-apartment-in-k-raheja-heights/10469710,Malad East,19.177289,72.8773,True,0,96.5,5.72
squareyards,Powai,Mumbai,2,84000.0,per_month,900,16.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-study-room-900-sq-ft-apartment-in-k-raheja-corp-maple-leaf/10470886,Powai,19.117121,72.893559,True,0,93.3,1.84
squareyards,Chembur,Mumbai,2,75000.0,per_month,750,4.0,unfurnished,https://www.squareyards.com/rental-2-bhk-750-sq-ft-apartment-in-sunder-apartments/10472159,Chembur,19.051821,72.900098,True,0,100.0,0.18
squareyards,Chandivali,Mumbai,2,85000.0,per_month,900,1.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-study-room-900-sq-ft-apartment-in-k-raheja-ascencio/10452808,Chandivali,19.121091,72.894934,True,0,94.4,2.22
squareyards,Malad East,Mumbai,1,45000.0,per_month,400,4.0,furnished,https://www.squareyards.com/rental-1-bhk-400-sq-ft-apartment-in-vasant-valley-complex/10488414,Malad East,19.177058,72.862804,True,0,112.5,5.79
squareyards,Vikhroli West,Mumbai,2,75000.0,per_month,630,14.0,furnished,https://www.squareyards.com/rental-2-bhk-630-sq-ft-apartment-in-mayfair-the-view/10464862,Vikhroli West,19.105689,72.917573,True,0,119.0,4.11
squareyards,Goregaon West,Mumbai,2,57000.0,per_month,700,6.0,unfurnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-acme-complex-2a/10461084,Goregaon West,19.173312,72.840079,True,0,81.4,6.34
squareyards,Goregaon West,Mumbai,2,52000.0,per_month,650,6.0,unfurnished,https://www.squareyards.com/rental-2-bhk-pooja-room-650-sq-ft-apartment-in-sethia-green-view/10473177,Goregaon West,19.1661439211859,72.837214454462,True,0,80.0,5.89
squareyards,Santacruz East,Mumbai,3,125000.0,per_month,1400,8.0,furnished,https://www.squareyards.com/rental-3-bhk-1400-sq-ft-apartment-in-g-p-solitaire/10510306,Santacruz East,19.075992,72.859663,True,0,89.3,1.27
squareyards,Malad West,Mumbai,2,185000.0,per_month,1000,9.0,furnished,https://www.squareyards.com/rental-1000-sq-ft-office-space-in-aalind-fortuna/10442751,Malad West,,,False,1,185.0,
squareyards,Vikhroli West,Mumbai,2,68000.0,per_month,800,14.0,furnished,https://www.squareyards.com/rental-2-bhk-800-sq-ft-apartment-in-mayfair-sonata-greens/10458203,Vikhroli West,19.106295,72.916475,True,0,85.0,3.99
squareyards,Wadala,Mumbai,3,165000.0,per_month,965,15.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-servant-room-965-sq-ft-apartment-in-dosti-eastern-bay-phase-1/10454705,Wadala,19.022674,72.867548,True,0,171.0,2.83
squareyards,Bhandup West,Mumbai,3,72000.0,per_month,1000,9.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1000-sq-ft-apartment-in-mahindra-splendour/10465149,Bhandup West,19.140375,72.933196,True,0,72.0,5.99
squareyards,Santacruz East,Mumbai,2,71000.0,per_month,1000,7.0,furnished,https://www.squareyards.com/rental-2-bhk-1000-sq-ft-apartment-in-greenfields-apartments/10482543,Santacruz East,19.077303,72.857848,True,0,71.0,1.15
squareyards,Chembur,Mumbai,2,80000.0,per_month,660,8.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-660-sq-ft-apartment-in-janki-heritage/10472425,Chembur,19.062211,72.895359,True,0,121.2,0.94
squareyards,Ghatkopar West,Mumbai,4,275000.0,per_month,2200,13.0,semi-furnished,https://www.squareyards.com/rental-4-bhk-2200-sq-ft-apartment-in-the-wadhwa-the-address/10445267,Ghatkopar West,19.097797,72.920018,True,0,125.0,4.51
squareyards,Chembur,Mumbai,2,90000.0,per_month,790,12.0,furnished,https://www.squareyards.com/rental-2-bhk-basement-790-sq-ft-apartment-in-godrej-prime/10519804,Chembur,19.063173,72.891839,True,0,113.9,1.01
squareyards,Khar West,Mumbai,1,80000.0,per_month,500,3.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-500-sq-ft-apartment-in-khar-west/10522373,Khar West,19.0699819,72.8338084,True,0,160.0,1.63
squareyards,Andheri East,Mumbai,2,95000.0,per_month,550,5.0,furnished,https://www.squareyards.com/rental-2-bhk-basement-550-sq-ft-apartment-in-gurunanak-complex/10537199,Andheri East,19.113026,72.877824,True,0,172.7,0.51
squareyards,Jogeshwari East,Mumbai,2,65000.0,per_month,750,6.0,furnished,https://www.squareyards.com/rental-2-bhk-basement-750-sq-ft-apartment-in-deepti-sweta/10508115,Jogeshwari East,19.129455,72.851441,True,0,86.7,2.37
squareyards,Malad West,Mumbai,2,57000.0,per_month,650,5.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-extra-room-basement-store-room-650-sq-ft-apartment-in-krishna-vastu-apartment/10441176,Malad West,19.18945,72.83171833,True,0,87.7,6.01
squareyards,Worli,Mumbai,2,80000.0,per_month,750,15.0,unfurnished,https://www.squareyards.com/rental-2-bhk-prayer-room-750-sq-ft-apartment-in-adarsh-nagar-chs-worli/10535556,Worli,19.014238,72.823164,True,0,106.7,0.75
squareyards,Goregaon West,Mumbai,3,90000.0,per_month,1200,7.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1200-sq-ft-apartment-in-chirag-vijayi-jwala/10514378,Goregaon West,19.160497,72.838856,True,0,75.0,5.3
squareyards,Malad East,Mumbai,1,48000.0,per_month,400,5.0,furnished,https://www.squareyards.com/rental-1-bhk-400-sq-ft-apartment-in-dindoshi-onkar-chs/10461913,Malad East,19.175192,72.861546,True,0,120.0,5.62
squareyards,Powai,Mumbai,3,200000.0,per_month,1550,20.0,furnished,https://www.squareyards.com/rental-3-bhk-basement-store-room-1550-sq-ft-apartment-in-hiranandani-gardens-octavius/10533576,Powai,19.114579,72.912815,True,0,129.0,3.66
squareyards,Goregaon East,Mumbai,2,100000.0,per_month,800,13.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-800-sq-ft-apartment-in-db-woods/10473772,Goregaon East,19.1717335632515,72.8701690398811,True,0,125.0,5.1
squareyards,Goregaon East,Mumbai,3,295000.0,per_month,1367,5.0,furnished,https://www.squareyards.com/rental-3-bhk-store-room-1367-sq-ft-apartment-in-oberoi-realty-esquire/10471669,Goregaon East,19.1726023,72.85794589999999,True,0,215.8,5.44
squareyards,Malad West,Mumbai,1,32000.0,per_month,340,2.0,furnished,https://www.squareyards.com/rental-1-bhk-pooja-room-340-sq-ft-apartment-in-chincholi-apartment/10488747,Malad West,19.17834023,72.83849043,True,0,94.1,6.77
squareyards,Powai,Mumbai,1,80000.0,per_month,400,17.0,furnished,https://www.squareyards.com/rental-1-bhk-study-room-400-sq-ft-apartment-in-hiranandani-regent-hill/10525591,Powai,19.116994,72.913059,True,0,200.0,3.74
squareyards,Andheri East,Mumbai,1,75000.0,per_month,600,22.0,furnished,https://www.squareyards.com/rental-1-bhk-store-room-600-sq-ft-apartment-in-sheth-vasant-oasis-phase-iii/10470900,Andheri East,19.11463,72.884094,True,0,125.0,0.89
squareyards,Andheri East,Mumbai,3,100000.0,per_month,1000,5.0,furnished,https://www.squareyards.com/rental-3-bhk-1000-sq-ft-apartment-in-amrapali-chs-andheri/10446367,Andheri East,19.11747,72.851,True,0,100.0,1.33
squareyards,Versova,Mumbai,1,65000.0,per_month,550,17.0,furnished,https://www.squareyards.com/rental-1-bhk-550-sq-ft-apartment-in-nahars-everest/10484120,Versova,19.135968,72.809729,True,0,118.2,5.73
squareyards,Jogeshwari East,Mumbai,2,75000.0,per_month,750,10.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-basement-750-sq-ft-apartment-in-kalpataru-vivant/10514606,Jogeshwari East,19.137776,72.861949,True,0,100.0,1.8
squareyards,Goregaon East,Mumbai,2,69000.0,per_month,975,19.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-975-sq-ft-apartment-in-group-seven-rushi-heights/10545739,Goregaon East,19.179149,72.872283,True,0,70.8,5.91
squareyards,Chembur,Mumbai,2,71000.0,per_month,1222,14.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-1222-sq-ft-apartment-in-rite-skyluxe/10535780,Chembur,19.057756,72.904474,True,0,58.1,0.73
squareyards,Kanjurmarg East,Mumbai,3,70000.0,per_month,950,6.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-950-sq-ft-apartment-in-rna-ng-royal-park-chs/10458588,Kanjurmarg East,19.13,72.93248,True,0,73.7,6.15
squareyards,Goregaon East,Mumbai,2,55000.0,per_month,1050,17.0,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-servant-room-study-room-extra-room-basement-store-room-1050-sq-ft-apartment-in-avant-hillway/10496943,Goregaon East,19.176231,72.871196,True,0,52.4,5.59
squareyards,Juhu,Mumbai,3,250000.0,per_month,1950,9.0,furnished,https://www.squareyards.com/rental-3-bhk-1950-sq-ft-apartment-in-dlh-legacy/10540697,Juhu,19.1169,72.8304,True,0,128.2,2.77
squareyards,Andheri West,Mumbai,2,75000.0,per_month,936,7.0,furnished,https://www.squareyards.com/rental-2-bhk-936-sq-ft-apartment-in-oshiwara-mhada/10528086,Andheri West,19.1512251309964,72.8312624245793,True,0,80.1,5.27
squareyards,Powai,Mumbai,2,70000.0,per_month,700,5.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-raheja-sunglow/10462123,Powai,19.1163302372328,72.8937535899656,True,0,100.0,1.82
squareyards,Borivali East,Mumbai,2,40000.0,per_month,650,22.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-650-sq-ft-apartment-in-teenmurti-summit/10537722,Borivali East,19.22016,72.86909,True,0,61.5,1.72
squareyards,Borivali West,Mumbai,2,54000.0,per_month,580,7.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-580-sq-ft-apartment-in-vishram-yog-chs/10545483,Borivali West,19.230828,72.841169,True,0,93.1,2.34
squareyards,Andheri West,Mumbai,4,300000.0,per_month,2100,12.0,furnished,https://www.squareyards.com/rental-4-bhk-servant-room-extra-room-store-room-2100-sq-ft-penthouse-in-shishira-apartment/10537916,Andheri West,19.1493188102435,72.8248460076322,True,0,142.9,5.73
squareyards,Chembur,Mumbai,3,110000.0,per_month,1200,10.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-1200-sq-ft-apartment-in-neelkanth-gardens/10518162,Chembur,19.053359,72.91547,True,0,91.7,1.08
squareyards,Cumbala Hill,Mumbai,1,90000.0,per_month,500,3.0,furnished,https://www.squareyards.com/rental-1-bhk-servant-room-500-sq-ft-apartment-in-jewellers-apartment/10539862,Cumbala Hill,18.96764676,72.80732996,True,0,180.0,1.23
squareyards,Chembur,Mumbai,2,95000.0,per_month,771,9.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-771-sq-ft-apartment-in-concrete-sai-swayam/10518056,Chembur,19.0509,72.91849,True,0,123.2,1.25
squareyards,Ghatkopar West,Mumbai,4,398000.0,per_month,1502,8.0,semi-furnished,https://www.squareyards.com/rental-4-bhk-study-room-1502-sq-ft-apartment-in-kalpataru-aura/10455994,Ghatkopar West,19.0973596616911,72.9173035525092,True,0,265.0,4.25
squareyards,Andheri West,Mumbai,3,160000.0,per_month,1550,6.0,unfurnished,https://www.squareyards.com/rental-3-bhk-1550-sq-ft-apartment-in-samartha-meghdoot-apartment/10492137,Andheri West,19.145107,72.821382,True,0,103.2,5.55
squareyards,Malad East,Mumbai,5,80000.0,per_month,740,16.0,semi-furnished,https://www.squareyards.com/rental-2-5-bhk-store-room-740-sq-ft-apartment-in-omkar-signet/10541157,Malad East,19.1885009,72.8578352,True,0,108.1,5.16
squareyards,Powai,Mumbai,2,160000.0,per_month,1000,16.0,furnished,https://www.squareyards.com/rental-2-bhk-store-room-1000-sq-ft-apartment-in-hiranandani-atlantis/10535563,Powai,19.118953,72.908827,True,0,160.0,3.38
squareyards,Santacruz West,Mumbai,1,55000.0,per_month,500,2.0,furnished,https://www.squareyards.com/rental-1-bhk-500-sq-ft-apartment-in-santacruz-west/10522360,Santacruz West,19.0840704,72.8380186,True,0,110.0,1.09
squareyards,Sakinaka,Mumbai,1,58000.0,per_month,500,6.0,furnished,https://www.squareyards.com/rental-1-bhk-study-room-500-sq-ft-apartment-in-crescent-solitaire/10450378,Sakinaka,19.100651,72.88291,True,0,116.0,0.91
squareyards,Malad East,Mumbai,1,38000.0,per_month,430,3.0,furnished,https://www.squareyards.com/rental-1-bhk-store-room-430-sq-ft-apartment-in-new-gitanjali-chs/10466886,Malad East,19.1888856,72.8580304,True,0,88.4,5.11
squareyards,Juhu,Mumbai,2,85000.0,per_month,650,14.0,furnished,https://www.squareyards.com/rental-2-bhk-prayer-room-650-sq-ft-apartment-in-sagar-jyoti-apartment/10540652,Juhu,19.10797333,72.83296833,True,0,130.8,2.22
squareyards,Bandra West,Mumbai,3,275000.0,per_month,1200,5.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-pooja-room-servant-room-store-room-1200-sq-ft-apartment-in-marble-arch-bandra/10490905,Bandra West,19.06547984,72.82779022,True,0,229.2,2.32
squareyards,Malad East,Mumbai,2,62000.0,per_month,680,11.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-680-sq-ft-apartment-in-je-and-vee-shiv-krupa/10469121,Malad East,19.175913,72.862411,True,0,91.2,5.68
squareyards,Oshiwara,Mumbai,2,125000.0,per_month,670,28.0,furnished,https://www.squareyards.com/rental-2-bhk-study-room-670-sq-ft-apartment-in-dev-leo-tower/10533814,Oshiwara,19.145734,72.832757,True,0,186.6,4.83
squareyards,Kurla East,Mumbai,1,60000.0,per_month,401,2.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-basement-401-sq-ft-apartment-in-deraiya-classico/10526977,Kurla East,19.061238,72.879505,True,0,149.6,1.61
squareyards,Chembur,Mumbai,2,110000.0,per_month,800,10.0,unfurnished,https://www.squareyards.com/rental-2-bhk-800-sq-ft-apartment-in-nazarene-apartment/10517987,Chembur,19.05797025,72.90093264,True,0,137.5,0.7
squareyards,Chembur,Mumbai,3,155000.0,per_month,1000,5.0,furnished,https://www.squareyards.com/rental-3-bhk-1000-sq-ft-apartment-in-anu-smera-celeste/10481105,Chembur,19.060577,72.902806,True,0,155.0,0.99
squareyards,Andheri West,Mumbai,4,400000.0,per_month,2300,23.0,semi-furnished,https://www.squareyards.com/rental-4-bhk-servant-room-extra-room-2300-sq-ft-apartment-in-windsor-grande-residences/10533800,Andheri West,19.151569,72.833298,True,0,173.9,5.11
squareyards,Goregaon East,Mumbai,1,24000.0,per_month,360,3.0,unfurnished,https://www.squareyards.com/rental-1-rk-360-sq-ft-apartment-in-satellite-garden/10517232,Goregaon East,19.172878,72.873839,True,0,66.7,5.21
squareyards,Goregaon West,Mumbai,5,350000.0,per_month,1400,701.0,furnished,https://www.squareyards.com/rental-3-5-bhk-1400-sq-ft-apartment-in-imperial-heights-goregaon-west/10457391,Goregaon West,19.151909,72.839993,True,0,250.0,4.57
squareyards,Malad East,Mumbai,3,88000.0,per_month,1110,7.0,semi-furnished,https://www.squareyards.com/rental-3-bhk-store-room-1110-sq-ft-apartment-in-poonam-vaishno-heights/10539717,Malad East,19.189674,72.8578264,True,0,79.3,5.03
squareyards,Chembur,Mumbai,2,77000.0,per_month,650,9.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-650-sq-ft-apartment-in-concrete-sai-swayam/10478613,Chembur,19.0509,72.91849,True,0,118.5,1.25
squareyards,Sandesh Nagar,Mumbai,5,85000.0,per_month,550,10.0,semi-furnished,https://www.squareyards.com/rental-1-5-bhk-extra-room-550-sq-ft-apartment-in-sandesh-nagar/10470931,Sandesh Nagar,19.0865579894721,72.8810664643325,True,0,154.5,1.89
squareyards,Malad West,Mumbai,2,55000.0,per_month,700,2.0,furnished,https://www.squareyards.com/rental-2-bhk-700-sq-ft-apartment-in-rajendra-apartments-malad/10445670,Malad West,19.196595,72.835152,True,0,78.6,5.15
squareyards,Kurla West,Mumbai,2,80000.0,per_month,580,4.0,furnished,https://www.squareyards.com/rental-2-bhk-basement-580-sq-ft-apartment-in-omkar-meridia/10529584,Kurla West,19.069576,72.876461,True,0,137.9,2.43
squareyards,Malad West,Mumbai,2,52000.0,per_month,700,4.0,furnished,https://www.squareyards.com/rental-2-bhk-pooja-room-700-sq-ft-apartment-in-vinayak-apartments-malad-west/10460081,Malad West,19.17748,72.83725,True,0,74.3,6.89
squareyards,Malad West,Mumbai,1,50000.0,per_month,550,10.0,furnished,https://www.squareyards.com/rental-1-bhk-study-room-550-sq-ft-apartment-in-ashok-enclave-malad-west/10459914,Malad West,19.1793224828185,72.8371210418868,True,0,90.9,6.73
squareyards,Powai,Mumbai,3,150000.0,per_month,1450,4.0,furnished,https://www.squareyards.com/rental-3-bhk-basement-store-room-1450-sq-ft-apartment-in-hiranandani-gardens-valencia/10521340,Powai,19.120119,72.912069,True,0,103.4,3.75
squareyards,Malad West,Mumbai,1,45000.0,per_month,425,11.0,unfurnished,https://www.squareyards.com/rental-1-bhk-basement-425-sq-ft-apartment-in-kabra-garnet/10469811,Malad West,19.190241,72.844093,True,0,105.9,5.32
squareyards,Chembur,Mumbai,2,65000.0,per_month,700,7.0,furnished,https://www.squareyards.com/rental-2-bhk-700-sq-ft-apartment-in-twinkle-star-chs/10478280,Chembur,19.053028,72.905782,True,0,92.9,0.44
squareyards,Goregaon East,Mumbai,2,65000.0,per_month,850,19.0,semi-furnished,https://www.squareyards.com/rental-2-bhk-servant-room-extra-room-850-sq-ft-apartment-in-group-seven-rushi-heights/10547303,Goregaon East,19.179149,72.872283,True,0,76.5,5.91
squareyards,Chembur,Mumbai,2,85000.0,per_month,720,13.0,furnished,https://www.squareyards.com/rental-2-bhk-720-sq-ft-apartment-in-siddhi-garima/10487406,Chembur,19.045825,72.891058,True,0,118.1,0.94
squareyards,Goregaon East,Mumbai,1,52000.0,per_month,454,25.0,semi-furnished,https://www.squareyards.com/rental-1-bhk-store-room-454-sq-ft-apartment-in-im-applaud-38/10467947,Goregaon East,19.1709951,72.8567857,True,0,114.5,5.31
squareyards,Andheri West,Mumbai,6,900000.0,per_month,4600,15.0,unfurnished,https://www.squareyards.com/rental-6-bhk-store-room-4600-sq-ft-apartment-in-windsor-grande-residences/10538845,Andheri West,19.151569,72.833298,True,0,195.7,5.11
squareyards,Andheri West,Mumbai,3,190000.0,per_month,1200,701.0,furnished,https://www.squareyards.com/rental-3-bhk-1200-sq-ft-apartment-in-oberoi-springs/10468321,Andheri West,19.138769,72.83466,True,0,158.3,4.19
